id,title,authors,date,link,sentence_no,text
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,4,"The next day, those emails had been deleted and could not be recovered, the complaint said."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,5,"""Upon information and belief, Pechi intends to use confidential Credit Suisse information to compete with Credit Suisse, and intends to provide this information to her new employer to specifically target Credit Suisse's clients,"" the complaint said."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,6,"Michael DuVally, a Goldman Sachs spokesman, declined to comment."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,7,A lawyer for Pechi could not immediately be located.
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,8,"Credit Suisse is seeking a temporary restraining order, barring Pechi for 30 days from seeking business from the company's clients."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,9,"In addition, it asked the court to order Pechi to return all confidential Credit Suisse information and trade secrets."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,10,"Under her employment agreement, Pechi agreed to resolve any employment-related disputes in arbitration."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,11,"In its court filing, Credit Suisse said it would pursue expedited mediation, and, if that fails, arbitration."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,12,"But a court order was needed to prevent Credit Suisse from being harmed in the interim, the company said."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,13,"The case is Credit Suisse Securities (USA) LLC v. Pechi, New York Supreme Court, No. 651617-2013."
USBRE94301520130504,Credit Suisse says ex-VP stole trade secrets in move to Goldman,ry Baynes,"Fri May 3, 2013 9:01pm EDT",http://www.reuters.com/article/2013/05/04/us-creditsuisse-goldman-idUSBRE94301520130504,14,(Reporting by Terry Baynes in New York; Editing by  Eric Walsh )
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,0,"DUBAI  (Reuters) - Dubai aims to triple its annual income from tourism to 300 billion dirhams ($82 billion) by 2020, which would involve doubling the number of its hotel rooms, a senior official said."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,1,"Tourism is crucial to Dubai's economy, which had a gross domestic product of around $90 billion last year; it supports the emirate's large retail industry as well as its hospitality sector."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,2,"Occupancy at Dubai's 599 hotels, which have 80,500 rooms combined, was 78 percent in 2012 as the number of visitors rose 9.3 percent from a year ago to 10.16 million, according to data from the Department of Tourism and Commerce Marketing (DTCM)."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,3,"Helal Almarri, director-general of the DTCM, told Reuters that the emirate was likely to have more than 160,000 hotel rooms by the end of the decade and aimed to attract 20 million tourists annually by then."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,4,Most decisions to build hotels would not be made by the Dubai government but by private companies.
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,5,"However, the Dubai government is active in supporting growth of the industry by providing infrastructure, marketing the emirate overseas, adjusting visa policies for visitors and expanding the network of the state-owned Emirates airline."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,6,"Saudi Arabia, India and Russia will be the main contributors to expected growth in tourist numbers, Almarri told Reuters."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,7,"""With Emirates airline and other carriers we focus very much on extending the routes to those markets,"" he said."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,8,"Dubai's main airport handled 5.85 million passengers in March, up 20.6 percent from a year earlier, according to airport authorities."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,9,"""Airport capacity is not on our critical list of issues to worry about,"" said Almarri."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,10,"""We can easily put on more flights at any time."""
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,11,"Dubai is pressing ahead with a $7.8 billion plan to expand Dubai International Airport, and plans eventually to migrate traffic to an even bigger facility."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,12,"MIX OF HOTELS Traditionally, Dubai has been known for five-star hotels, but more budget hotels have been built in the last few years, appealing to a wider tourist base."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,13,Almarri acknowledged this was an important trend.
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,14,"""The importance in our growth is to have a mix of hotels,"" he said."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,15,"""Over the last five years the hotel offering in Dubai has become more diversified."""
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,16,"At present, hotel guests stay for an average of 3.76 nights; hotel revenue was $5.13 billion in 2012."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,17,"Almarri said that to help increase the average length of stay, Dubai would build more entertainment facilities."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,18,Plans for several theme parks have been announced in the last few months by companies backed by the government or Dubai's ruling family.
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,19,"""I have every confidence that we will have over the next three to four years coming on line a significant number of tourist attractions which are purely entertainment-like theme parks,"" said Almarri."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,20,"Having been forced to provision heavily for bad loans following the collapse of Dubai's real estate market in 2008-2011, banks have become more prudent about financing large-scale projects."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,21,Almarri said the theme parks would be funded largely through public-private partnerships.
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,22,"""Theme parks are procured rather than built in many cases, so come with their own financing packages - the rides are built elsewhere, so you will probably find that many governments around the world are encouraging exports,"" he said."
USBRE94306P20130504,Dubai aims to triple tourism income by 2020,tt Smith,"Sat May 4, 2013 11:34am EDT",http://www.reuters.com/article/2013/05/04/us-dubai-tourism-idUSBRE94306P20130504,23,($1 = 3.6730 UAE dirhams) (Editing by  Andrew Torchia )
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,0,"MILAN  (Reuters) - Former Finmeccanica ( SIFI.MI ) Chairman and CEO Giuseppe Orsi, who faces a trial in June over allegations of corruption in a helicopter deal with India, was released from jail on Saturday, his lawyer said."
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,1,"Orsi was arrested on February 12 on a warrant alleging he paid bribes to win a 560 million euro ($727 million) contract to sell helicopters to India in 2010, when he was at the helm of Finmeccanica's helicopter unit AgustaWestland."
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,2,"Orsi, who resigned from the state-owned aerospace and defense group a few days after his arrest, denies any wrongdoing."
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,3,He was released from jail because the terms that allowed prosecutors to keep him in custody ahead of a trial had expired.
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,4,"Orsi's trial will begin on June 19 after a judge ruled on Friday that there was enough evidence for a procedure to start immediately, legal sources close to the case told Reuters."
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,5,"In an e-mailed statement, Orsi's lawyer Ennio Amodio said on Saturday that his client had sought to bring order and transparency to a company hit by internal power struggles, and that he was confident truth would prevail at the trial."
USBRE94305C20130504,Former Finmeccanica chief released from jail,,"Sat May 4, 2013 9:45am EDT",http://www.reuters.com/article/2013/05/04/us-finmeccanica-idUSBRE94305C20130504,6,(Reporting By  Silvia Aloisi ; editing by  James Jukwey )
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,0,"PARIS  (Reuters) - European Union Internal Market Commissioner Michel Barnier, the EU's top financial regulator, called on the French government to pursue its planned reforms despite the Commission allowing two more years to meet its budget deficit target."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,1,"Olli Rehn, the European monetary affairs commissioner, said on Friday France badly needed to unlock its growth potential and create jobs, adding Spain, Italy and the Netherlands as well as France - four of the euro zone's five largest economies - would remain in recession this year."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,2,"France - which restated on Friday it would bring the deficit below 3 percent in 2014, only one year later than the original deadline - must pursue its retirement and labor reforms to boost its competitiveness and to overcome its unemployment crisis, Barnier said."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,3,"""It's a moment of truth for the government which needs to have the political courage to carry out those reforms which will sometimes not be understood, and require effort,"" he told French radio Europe 1 in an interview."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,4,German Finance Minister Wolfgang Schaeuble said the EU's decision was in line with the strengthened stability and growth pact because it allowed flexibility in meeting deficit targets.
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,5,"""But the commission also said, and that's very important, that with (the extension) come clear requirements for necessary reforms,"" he told Bild am Sonntag newspaper to be published on Sunday."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,6,"""The commission and the German government agree entirely that we can't slow down in terms of reforms,"" Schaeuble added."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,7,EU finance ministers had given France until this year to bring down its budget shortfall below 3 percent of GDP and set the deadline for Spain for 2014.
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,8,"But while France expects its economy to expand by 0.1 percent this year, the European Commission forecast a 0.1 percent contraction."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,9,"Granting more time is a victory for French President Francois Hollande, who won elections promising a focus on growth and less on austerity but has little to show for his economic policies after a year in office."
USBRE94304F20130504,EU's Barnier calls on France to pursue economic reforms,,"Sat May 4, 2013 11:03am EDT",http://www.reuters.com/article/2013/05/04/us-france-deficit-barnier-idUSBRE94304F20130504,10,(Reporting by Yves Clarisse and  Annika Breidthardt ; writing by Muriel Boselli; editing by  James Jukwey )
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,0,PARIS  (Reuters) - France's government dismissed a call to nationalize the Saint-Nazaire shipyard on Saturday but said it was committed to the survival of the facility after a South Korean shareholder threatened to sell its stake.
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,1,"The Korean company, STX Offshore & Shipbuilding ( 067250."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,2,"KS ), has been hurt by a shipping industry downturn since the financial crisis and may also sell shipyards in Finland and China."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,3,"The French government came to Saint-Nazaire's rescue at the end of 2012, helping it win new contracts to stave off the threat of bankruptcy, including a 1 billion euro ($1.31 billion) contract to build the world's largest cruise liner."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,4,"It is faring better today but, since STX's announcement on Friday, unions have been calling for the state to nationalize the shipyard on France's Atlantic coast, one of Europe's largest and a symbol of French industrial prestige."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,5,"The government already holds 33 percent of STX France, the company that owns and operates the Saint-Nazaire site."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,6,President Francois Hollande does not want another manufacturing failure on his hands as he struggles a year into his term to make good on a campaign pledge to pull French industry out of the doldrums.
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,7,"In a joint statement, French industry and finance ministers dismissed talk that Saint-Nazaire and the jobs of its 2,000 employees were under threat and said the government would continue to support its development."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,8,"""STX France has strengthened its business in the past few months, thanks to winning big contracts, in particular on the export side,"" the ministers said."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,9,"""Saint-Nazaire is therefore not threatened at all by the events in South Korea."""
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,10,"Saint-Nazaire will begin building a cruise ship in September for Royal Caribbean Cruise Line, to be delivered in 2016."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,11,Industry Minister Arnaud Montebourg told French daily Le Monde that nationalizing the site would serve no purpose.
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,12,"""The Saint-Nazaire shipyard needs more orders, not a new shareholder, because the site is working well,"" Montebourg said."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,13,"""We met the conditions in December 2012 to land an order for a giant liner and we continue to work to ensure the long-term future of the site."""
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,14,"The yard built famous cruise liners such as the Queen Mary 2, commissioned in the early 2000s to sail between Europe and the United States."
USBRE9430AJ20130504,France spurns call to take over Saint-Nazaire shipyard,,"Sat May 4, 2013 3:04pm EDT",http://www.reuters.com/article/2013/05/04/us-france-saint-nazaire-shipyard-idUSBRE9430AJ20130504,15,(Reporting By Muriel Boselli; Editing by  Tom Pfeiffer )
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,0,"NEW YORK  (Reuters) - JPMorgan Chase & Co ( JPM.N ) CEO Jamie Dimon is scheduled to meet next week with bank examiners from the Office of the Comptroller of the Currency in a meeting the bank requested, the Wall Street Journal reported on Friday."
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,1,"According to the Journal, the meeting provides a rare opportunity for more junior examiners to talk to Dimon and will be held in the style of a town hall meeting."
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,2,A spokesman for JPMorgan declined to comment.
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,3,The meeting comes as JPMorgan faces a host of regulatory woes including potential market manipulation charges and continuing scrutiny by federal investigators over the events leading up to its $6.2 billion trading loss last year.
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,4,"Dimon, meanwhile, is dealing with calls from shareholders to relinquish his role as chairman of the bank's board."
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,5,"Analysts were speculating on Friday the regulator of U.S. power markets was likely to pursue manipulation charges against JPMorgan after the New York Times described a 70-page report by the regulator, the Federal Energy Regulatory Commission, detailing how the bank transformed ""money-losing power plants into powerful profit centers."
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,6,The OCC is also expected to issue a cease-and-desist order against the bank for failing to conduct adequate due diligence on Bernard Madoff.
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,7,"According a source familiar with the matter, the order will require JPMorgan to improve its anti-money laundering controls."
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,8,(Reporting by  Emily Flitter ; Editing by  Lisa Shumaker )
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,0,"NEW YORK  (Reuters) - JPMorgan Chase & Co ( JPM.N ) shareholders should vote against the re-election of three board members because they failed to properly oversee risk-taking that led to $6.2 billion of losses on the so-called ""London Whale"" trades, an influential proxy advisory firm said."
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,1,"ISS Proxy Advisory Services said in a report released late Friday that directors David Cote, James Crown and Ellen Flutter should not be re-elected at the company's annual meeting this month because of ""material failures of stewardship and risk oversight."""
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,2,"The report by ISS ratchets up pressure on directors to reduce Dimon's power at JPMorgan, the biggest bank based in the United States, as some stockholders push for more supervision of the outspoken executive."
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,3,"A statement from JPMorgan spokeswoman Kristin Lemkau on Saturday said: ""The company strongly endorses the re-election of its current directors and disagrees with ISS's position."""
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,4,ISS also renewed its recommendation from a year ago that CEO and Chairman of the Board Jamie Dimon give up one of those two titles.
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,5,"ISS said investigations of the derivatives loss, which surfaced right before last year's shareholder meeting, showed that JPMorgan executives need more independent oversight and that the company is too big and too complex for one person to be able to do both jobs."
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,6,"Shareholders will meet on May 21 in Tampa, Florida."
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,7,They will vote on the re-election of the company's 11 directors and on a non-binding proposal from four institutional shareholders calling on the board to have a chairman who is independent from management.
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,8,"A similar advisory proposal failed to pass last year, receiving only 40 percent of the vote."
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,9,That vote was five percentage points more than similar proposals at other companies that year.
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,10,"The independent chair vote is developing into a major test for Dimon, 57."
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,11,"It comes as criticism, and sanctions from regulators, over poor risk management have piled up since the ""London Whale"" losses surfaced at the bank, which has $2.39 trillion in assets, the most of any U.S. bank."
