Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,SentenceNo,Text
220,B001EO5ZMO,A3KQ1480MHXXCW,M'ville,3,3,5,1272412800,Nice tea,3,I would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesn't cost an arm and leg.
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,0,"I drink this tea plain (without sugar or milk), and it has a pleasant aroma."
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,1,<br /><br />The price from Amazon is cheaper than my local grocery store.
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,2,"One reviewer is right, I think it has some herbal smell to make up the aroma."
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,3,"So the label ""Imperial Blend"" kind of implied the herb."
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,4,"<br /><br />I am not exactly a black tea drinker, so this tea is a surprise, and affordable too."
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,5,"I usually prefer White Chinese tea, like White Peony, but it is more expensive, and requires lower temperature water."
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,6,"But this is black tea, and this aroma kind of remind me the 'softness' of white tea."
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,0,I've tried a variety of Ahmad tea.
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,1,"Not because I particularly like this brand, but they are just easier to come across."
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,2,"The Imperial blend, I believe, is the most complex yet well balanced of all the ones I've tried."
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,3,"It's full body like a good cup of Assam, which by no means overpower the delightful, clean taste of Darjeerling, complete with a long lasting note of bergamot."
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,4,I enjoy it best in the evening.
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,5,It gives a satisfying and relaxing finish to a busy day.
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,6,"<br /><br />For those interested in the specifics: I use about 3 teaspoons of lose tea in a stainless steel infuser in a 16 oz mug, let it steep in 208F water for 2-3 min, take the infuser out, and drink it without sugar or milk to savor its sophistication."
223,B001EO5ZMO,A3JP1UJAF8YY0F,Irish Stu,0,0,5,1308009600,My favorite tea,0,"I have tried literally dozens of teas since being introduced to the Russian custom of preparing and drinking tea, and the Ahmad Imperial blend is probably my favorite of all of these due to the fact that it is equally delicious hot or iced."
223,B001EO5ZMO,A3JP1UJAF8YY0F,Irish Stu,0,0,5,1308009600,My favorite tea,1,I buy the three-packs as needed from Amazon and go through them rapidly.
223,B001EO5ZMO,A3JP1UJAF8YY0F,Irish Stu,0,0,5,1308009600,My favorite tea,2,"My family loves it and my friends have it in their homes now too, try one box of it and you will love it too."
224,B001EO5ZMO,A8XEEORIXJNZL,Joseph Emmanuel,0,1,5,1330819200,Best tea ever!,0,This is an excellent tea.
224,B001EO5ZMO,A8XEEORIXJNZL,Joseph Emmanuel,0,1,5,1330819200,Best tea ever!,1,One of the best I have ever had.
224,B001EO5ZMO,A8XEEORIXJNZL,Joseph Emmanuel,0,1,5,1330819200,Best tea ever!,2,It is especially great when you prepare it with a samovar.
225,B001EO5ZMO,A3A4GAPXRX5SHM,markiz,1,3,2,1282435200,Not a real tea,0,Herbal additives in this blend destroy real tea taste.
225,B001EO5ZMO,A3A4GAPXRX5SHM,markiz,1,3,2,1282435200,Not a real tea,1,It is only for people who like herbal taste.
225,B001EO5ZMO,A3A4GAPXRX5SHM,markiz,1,3,2,1282435200,Not a real tea,2,I don't.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,0,"Makes a tasty, super easy meal, fast."
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,1,BUT high in calories.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,2,<br /><br />The instructions say to saute the veggies first but I recommend cooking the chicken first.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,3,The chicken takes longer to cook and the raw chicken ontop of veggies just makes a slimy mess.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,4,I made it with snow peas and carrots only.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,5,I dont like the little corn.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,6,Added some red pepper flakes for heat and served ontop of rice.
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,7,It came out wonderful!
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,8,Dinner on the table in less than 30mins.
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,0,I think I have tried just about every Bloody Mary mixer on the market at one time or the other.
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,1,"Most have too much sugar or worst, corn syrup."
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,2,This mixer is all natural ingredients and very tasty.
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,3,It does have a little kick.
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,4,Enjoy.
228,B007JFV6RK,A3LCMQ815MBJW9,Patty,1,1,5,1338163200,The Best,0,"Might be a little spicy for some, but this stuff rocks."
228,B007JFV6RK,A3LCMQ815MBJW9,Patty,1,1,5,1338163200,The Best,1,"I use 1/2 and1/2 with V8 for a milder version , or the best is a Bloody Caesar!"
228,B007JFV6RK,A3LCMQ815MBJW9,Patty,1,1,5,1338163200,The Best,2,"<br />Half mix ,half clamato!"
229,B007JFV6RK,A2UC5JUVHIF80L,Abendago,1,1,5,1334016000,Mcclures bloody Mary mix,0,Took me one or two to get used to the pickle taste.
229,B007JFV6RK,A2UC5JUVHIF80L,Abendago,1,1,5,1334016000,Mcclures bloody Mary mix,1,But now aim hooked and have to keep a bottle on hand
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,0,This candy is not as described.
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,1,The middle is almost hard it is not a silky or smooth filling as described.
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,2,<br />Looks and tastes like it's way past it's expiration date.
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,3,<br />Would never reccommend this.
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,4,Paid a good chunk of cash for nothing
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,Love this tea!,0,I started drinking the power slim tea when I was on the HCG diet to help curb cravings.
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,Love this tea!,1,"Since I liked it so well, I tried some of the others and I am now hooked!"
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,Love this tea!,2,They are so satisfying that I drink them all the time.
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,Love this tea!,3,"The Energy gives you that extra pick-me-up in the afternoons that helps keep me going all day, no matter how long."
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,0,I'm trying several of the Wu Yi teas.
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,1,I like this one particularly because of the subtle citrus taste.
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,2,It also has a natural sweetness.
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,3,"<br /><br />The ingredients include Organic Wu-Li Cliff Oolong Tea (700 mg), Organic Black Tea (600 mg), Organic Green Tea Extract (100 mg), Proprietary blend (600 mg), plus some Ginseng (panax), Orange Peel, Lemon Grass, and Guarana."
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,4,Other Ingredients: Natual Orange and Citrus flavors.
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,5,<br /><br />My goal is to drink more tea and less coffee.
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,6,I am enjoying trying a different kind of tea every day.
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,7,I'll be coming back to this one.
233,B003ZFXJDW,A2HL6876LDPJIM,flageolet,0,0,5,1343692800,just give me some watermelon and citron sea salt,0,"i cannot live without this citron falksalt, it is wonderful on watermelon, fish, almost any food requiring salt and in my world it all does."
233,B003ZFXJDW,A2HL6876LDPJIM,flageolet,0,0,5,1343692800,just give me some watermelon and citron sea salt,1,"just try it on red juicy watermelon, wonderful experience."
234,B003ZFXJDW,A2KPPGFMPD20M6,Linda Albert,0,0,1,1343692800,Furniture Polish Taste,0,Terrible!
234,B003ZFXJDW,A2KPPGFMPD20M6,Linda Albert,0,0,1,1343692800,Furniture Polish Taste,1,"Artificial lemon taste, like Pledge Lemon Furniture Polish."
234,B003ZFXJDW,A2KPPGFMPD20M6,Linda Albert,0,0,1,1343692800,Furniture Polish Taste,2,Don't do this to yourself.
234,B003ZFXJDW,A2KPPGFMPD20M6,Linda Albert,0,0,1,1343692800,Furniture Polish Taste,3,Just use plain flake salt and some fresh grated lemon zest.
235,B003ZFXJDW,AJ94Y22SUFCGU,Gwenhwyfar,0,1,5,1303257600,Big tub o' salt,0,These things are huge!
235,B003ZFXJDW,AJ94Y22SUFCGU,Gwenhwyfar,0,1,5,1303257600,Big tub o' salt,1,"I love the way the crystals crunch, and the flavor is not too overpowering or too subtle."
235,B003ZFXJDW,AJ94Y22SUFCGU,Gwenhwyfar,0,1,5,1303257600,Big tub o' salt,2,This lemony flavor is my favorite--it's good on almost everything.
235,B003ZFXJDW,AJ94Y22SUFCGU,Gwenhwyfar,0,1,5,1303257600,Big tub o' salt,3,You'll have plenty of flavored salt for a long time if you buy this.
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",0,"The taste of these white cheddar flat breads is like a regular cracker - which is not bad, except that I bought them because I wanted a cheese taste."
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",1,<br /><br />What was a HUGE disappointment?
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",2,How misleading the packaging of the box is.
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",3,The photo on the box (I bought these in store) makes it look like it is full of long flatbreads (expanding the length and width of the box).
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",4,Wrong!
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",5,"The plastic tray that holds the crackers is about 2"" smaller all around - leaving you with about 15 or so small flatbreads."
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",6,<br /><br />What is also bad about this is that the company states they use biodegradable and eco-friendly packaging.
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",7,FAIL!
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",8,They used a HUGE box for a ridiculously small amount of crackers.
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",9,Not ecofriendly at all.
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",10,<br /><br />Would I buy these again?
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",11,No - I feel ripped off.
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",12,The other crackers (like Sesame Tarragon) give you a little<br />more bang for your buck and have more flavor.
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,0,This is the ultimate puppy food.
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,1,The kibbles are great for small breeds.
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,2,High in digestible nutrients as opposed to fillers some companies use.
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,3,Less waste results from the high quality ingredients.
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,4,"I have been hunting, training, showing and handling various breeds of dogs for nearly 40 years, with multiple National Champions."
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,5,I have been highly satisfied with Eukanuba's quality and the results I have obtained feeding their foods.
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,6,"My recent purchases are with WAG, through AMAZON.com."
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,7,Their prices are the best I have found and they are very good at shipping immediately on items in stock.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,0,The recommendation when we bought our puppies (lhasa/bichon mix and lhasa/poodle mix) was that we continue them on the food that they have had since being weaned.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,1,This is a somewhat expensive food so I can't say that we were terribly pleased but we loaded up on the stuff and headed home.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,2,"<br /><br />Let me just say this, I have had small dogs before."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,3,Never have I seen such gas issues.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,4,Both of them consistently had foul gas.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,5,Consistently.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,6,"Usually when they're sitting on our laps but, you know."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,7,They're dogs.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,8,"<br /><br />When we got through the first bag of this stuff, we purchased more on amazon."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,9,It was a great price for it since we got a 40 lb bag for the price of (I think) a 15 lb bag at Petco.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,10,"But, they continued to have gas."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,11,"I mean, they loved the food, don't get me wrong and they loved it more when we'd mix in some water and it would be like soft food."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,12,Somehow that made their gas worse but I think I'll have to give that responsible to the speed with which they chowed down- can't blame the food itself for gluttony.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,13,"<br /><br />Eventually, we switched their food."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,14,No more farting.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,15,I think it was due to the high fat content which undoubtedly is necessary for very small puppies.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,16,They just need that in their diet.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,17,I think that we were advised to keep them on it for much longer than was useful (they said up until 1 year).
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,18,"Yeah right, you try dealing with gas for that long."
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,19,Around 6 mos of age we switched to PuppyChow.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,20,Much better.
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,21,"Granted, they don't like it as much, but we humans like it a whole lot better."
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,0,A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste.
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,1,<br /><br />In the 20+ years we have been drinking Ahmad teas not even once have we been disappointed.
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,2,The superb quality of Ahmad teas has remained consistent throughout the years.
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,3,<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!)
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,4,because only a few stores carry it in my area and they are quite a few miles away.
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,5,The current deal for the pack of 6 is superb (much cheaper than I can find locally).
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,6,"<br /><br />This is a great tasting tea, which I am happy to recommend."
240,B0093NIWVO,A1JT114SOITFFO,Dan & Eileen,0,0,5,1350691200,OMG best chocolate jelly belly,0,"Fresh,a great way to get a little chocolate in my life without a million calories."
240,B0093NIWVO,A1JT114SOITFFO,Dan & Eileen,0,0,5,1350691200,OMG best chocolate jelly belly,1,They taste just like chocolate pudding.
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,0,"If you like the Ceylon tea variety, you will certainly enjoy and appreciate this tea."
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,1,<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!)
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,2,and very surprised at the negative review from 2009 because in the 20+ years we have been drinking Ahmad teas not even once have we been disappointed.
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,3,The superb quality of Ahmad teas has remained consistent throughout the years.
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,4,<br /><br />The current deal for the pack of 4 is very good (cheaper than I can find locally).
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,5,<br /><br />Highly recommended.
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,6,<br /><br />NOTE: This listing's description is confusing.
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,Excellent loose tea.,7,"Each packet of tea weighs 500 grams, which equals 1.1 pounds or 17.6 ounces."
242,B001EO5ZMY,AOSK1PLKNT64,Mrclouky,1,1,5,1323820800,Good anytime hot tea,0,I've been enjoying this tea for years.
242,B001EO5ZMY,AOSK1PLKNT64,Mrclouky,1,1,5,1323820800,Good anytime hot tea,1,"This tea is good mornings, afternoons or evenings."
242,B001EO5ZMY,AOSK1PLKNT64,Mrclouky,1,1,5,1323820800,Good anytime hot tea,2,My local store went out of buisiness....Thanks Amazon!
242,B001EO5ZMY,AOSK1PLKNT64,Mrclouky,1,1,5,1323820800,Good anytime hot tea,3,I use a bodum tea press to prepare a pot.
243,B001EO5ZMY,A1DAHZRJTX5X1Z,Erfan,1,1,5,1302739200,My everyday cup of Tea,0,"Hi, I have to have black tea everyday."
243,B001EO5ZMY,A1DAHZRJTX5X1Z,Erfan,1,1,5,1302739200,My everyday cup of Tea,1,I have done it in the past 25 years and it's a habit of mine.
243,B001EO5ZMY,A1DAHZRJTX5X1Z,Erfan,1,1,5,1302739200,My everyday cup of Tea,2,Ahmad tea is one of my favorite brands and I highly recommend it if you like black tea.
243,B001EO5ZMY,A1DAHZRJTX5X1Z,Erfan,1,1,5,1302739200,My everyday cup of Tea,3,I think this is going to remain my favorite for the next 100 years or so :)
244,B001EO5ZMY,A7WE8ZWEJG34E,Kapitoshka,2,3,4,1272499200,This is what you get in the store,0,I have tried it out despite the other review and I found that this is exactly the same tea i buy in either Russian or Italian groceries.
245,B001EO5ZMY,A1W4LZ4VZDF29Y,"Guy S. Painter ""gspainter""",0,0,4,1275091200,Ahmad Tea,0,Ahmad Tea is an excellent looseleaf tea eith hot or for making iced tea.
245,B001EO5ZMY,A1W4LZ4VZDF29Y,"Guy S. Painter ""gspainter""",0,0,4,1275091200,Ahmad Tea,1,Great flavor with no lingering aftertaste.
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,Disappointed,0,"I've been drinking this tea for the past 8 or 10 years, usually buying a box or two when visiting large metropolitan areas, where many Middle-Eastern stores carry loose Ahmad teas, usually at $5-7 for a pound box."
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,Disappointed,1,"I've always considered it an unremarkable but robust tea, with enough aroma and taste, and beautiful reddish color, perhaps not good enough a tea to drink on its own, but a decent base for mixes."
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,Disappointed,2,"<br />This tea, however, is nothing of the sort."
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,Disappointed,3,"Freshly opened package has almost no characteristic tea smell, and the brewed tea is weak, flat and tasteless."
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,Disappointed,4,Somehow it just does not seem to be the same product anymore.
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,Disappointed,5,"So, you get a lot of tea for the money, but the quality is such that you might as well drink Lipton bags, they are not that much worse."
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,Wonderful!,0,I love love love this deal - it's way fun to pick from so many!
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,Wonderful!,1,Teas and chocolates and ciders as well as many coffees.
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,Wonderful!,2,"The other outfits that assemble samplers are boring - they do the choosing, and from a much narrower range."
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,Wonderful!,3,"The sellers here are very nice, also, and will answer questions via email about the slightly confusing ordering method (it's easy)."
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,Wonderful!,4,"If you want great packaging, forget it - they ship fast, and the kups are just tossed loose in a box."
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,Wonderful!,5,Who cares?
248,B007TFONH0,A10IFYN5U6X20R,onemagoo,0,0,5,1350172800,Best way to buy kcups,0,"Once you've tried some random sampler packs (and now are overloaded with decafs,extra bolds, or teas), this is a great way to get exactly the brands or style that you want."
248,B007TFONH0,A10IFYN5U6X20R,onemagoo,0,0,5,1350172800,Best way to buy kcups,1,Received the order in a couple of days and was exactly what I ordered.
248,B007TFONH0,A10IFYN5U6X20R,onemagoo,0,0,5,1350172800,Best way to buy kcups,2,This was my second order and I'll be ordering this item again.
249,B007TFONH0,A3ICO2ROSXHIPM,tightwad,0,0,5,1340755200,delicious,0,good products and fast shipping equals a happy me.
249,B007TFONH0,A3ICO2ROSXHIPM,tightwad,0,0,5,1340755200,delicious,1,a little pricey but you can hand pick a few good flavors...a few i cant find anywhere else so def worth the price
250,B000GGKQSO,A1OE23J37ZPDXE,Donald Edward Liberman,0,0,5,1270944000,keeps you out of the dentest chair,0,If used on a daily basis you will keep your gums healty and between your teeth clean and free of plack.
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,0,WOW!
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,1,This product is very impressive.
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,2,"I bought the 8oz blueberry and was pleased with packaging, price and shipping."
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,3,The powder dissolves instantly.
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,4,Even in water!
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,5,I've just been mixing a 1/4 tsp in a small glass of water for now and drinking it down and it tastes great!
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,6,", but will add it to my smoothies and juiced fruit juices next."
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,Super!  SuperFoods are Super easy!,7,"This product is so economical compared to purchasing fresh blueberries, especially because there is no waste due to mold or overripe berries thrown away."
